iter	Passed	Remaining
620	3263	1992
621	3268	1986
622	3272	1980
623	3278	1975
624	3283	1970
625	3288	1964
626	3292	1958
627	3297	1953
628	3302	1947
629	3307	1942
630	3312	1937
631	3317	1931
632	3322	1926
633	3327	1921
634	3332	1915
635	3337	1910
636	3342	1904
637	3347	1899
638	3352	1893
639	3357	1888
640	3362	1883
641	3366	1877
642	3371	1871
643	3377	1866
644	3381	1861
645	3386	1856
646	3392	1850
647	3396	1845
648	3401	1839
649	3406	1834
650	3411	1828
651	3416	1823
652	3421	1818
653	3426	1812
654	3431	1807
655	3436	1802
656	3441	1796
657	3446	1791
658	3451	1785
659	3456	1780
660	3460	1774
661	3465	1769
662	3471	1764
663	3475	1758
664	3479	1752
665	3484	1747
666	3490	1742
667	3495	1737
668	3500	1731
669	3505	1726
670	3510	1721
671	3515	1715
672	3520	1710
673	3525	1705
674	3529	1699
675	3534	1694
676	3539	1688
677	3544	1683
678	3548	1677
679	3554	1672
680	3559	1667
681	3563	1661
682	3568	1656
683	3573	1651
684	3578	1645
685	3583	1640
686	3588	1634
687	3592	1629
688	3597	1623
689	3602	1618
690	3606	1612
691	3611	1607
692	3616	1602
693	3621	1596
694	3626	1591
695	3630	1585
696	3636	1580
697	3641	1575
698	3646	1570
699	3651	1564
700	3655	1559
701	3660	1553
702	3664	1548
703	3669	1542
704	3674	1537
705	3678	1531
706	3684	1526
707	3688	1521
708	3693	1515
709	3699	1510
710	3704	1505
711	3709	1500
712	3714	1495
713	3720	1490
714	3725	1484
715	3731	1480
716	3736	1474
717	3740	1469
718	3745	1463
719	3750	1458
720	3754	1453
721	3760	1447
722	3765	1442
723	3769	1437
724	3774	1431
725	3780	1426
726	3785	1421
727	3789	1415
728	3794	1410
729	3799	1405
730	3803	1399
731	3809	1394
732	3814	1389
733	3819	1384
734	3824	1378
735	3829	1373
736	3834	1368
737	3838	1362
738	3844	1357
739	3849	1352
740	3854	1347
741	3860	1342
742	3865	1336
743	3870	1331
744	3875	1326
745	3880	1321
746	3884	1315
747	3889	1310
748	3895	1305
749	3899	1299
750	3904	1294
751	3911	1289
752	3916	1284
753	3921	1279
754	3927	1274
755	3932	1269
756	3937	1263
757	3943	1259
758	3948	1253
759	3954	1248
760	3960	1243
761	3964	1238
762	3969	1232
763	3974	1227
764	3979	1222
765	3984	1217
766	3990	1212
767	3995	1206
768	4000	1201
769	4005	1196
770	4010	1191
771	4015	1185
772	4021	1180
773	4025	1175
774	4030	1170
775	4035	1164
776	4039	1159
777	4044	1154
778	4049	1148
779	4055	1143
780	4060	1138
781	4065	1133
782	4071	1128
783	4076	1123
784	4080	1117
785	4087	1112
786	4091	1107
787	4100	1103
788	4108	1098
789	4116	1094
790	4123	1089
791	4130	1084
792	4137	1080
793	4144	1075
794	4150	1070
795	4158	1065
796	4165	1061
797	4172	1056
798	4179	1051
799	4185	1046
800	4192	1041
801	4199	1036
802	4205	1031
803	4212	1026
804	4218	1021
805	4224	1016
806	4229	1011
807	4234	1006
808	4238	1000
809	4243	995
810	4248	989
811	4251	984
812	4256	979
813	4261	973
814	4265	968
815	4270	962
816	4274	957
817	4279	952
818	4283	946
819	4288	941
820	4293	936
821	4297	930
822	4302	925
823	4307	919
824	4311	914
825	4315	909
826	4320	903
827	4325	898
828	4330	893
829	4336	888
830	4341	882
831	4346	877
832	4350	872
833	4356	867
834	4360	861
835	4364	856
836	4368	850
837	4373	845
838	4378	840
839	4382	834
840	4387	829
841	4392	824
842	4396	818
843	4402	813
844	4406	808
845	4411	803
846	4415	797
847	4419	792
848	4423	786
849	4428	781
850	4433	776
851	4437	770
852	4441	765
853	4445	760
854	4450	754
855	4455	749
856	4458	743
857	4463	738
858	4468	733
859	4473	728
860	4477	722
861	4483	717
862	4487	712
863	4491	707
864	4496	701
865	4501	696
866	4506	691
867	4510	685
868	4516	680
869	4520	675
870	4525	670
871	4531	665
872	4536	659
873	4541	654
874	4546	649
875	4550	644
876	4554	638
877	4559	633
878	4564	628
879	4568	622
880	4572	617
881	4577	612
882	4583	607
883	4587	601
884	4592	596
885	4598	591
886	4602	586
887	4606	580
888	4610	575
889	4614	570
890	4619	565
891	4624	559
892	4628	554
893	4633	549
894	4638	544
895	4643	538
896	4647	533
897	4651	528
898	4655	523
899	4661	517
900	4665	512
901	4670	507
902	4674	502
903	4680	497
904	4685	491
905	4689	486
906	4696	481
907	4701	476
908	4706	471
909	4711	465
910	4715	460
911	4719	455
912	4725	450
913	4730	445
914	4734	439
915	4739	434
916	4744	429
917	4749	424
918	4754	419
919	4759	413
920	4764	408
921	4769	403
922	4774	398
923	4778	393
924	4785	388
925	4791	382
926	4797	377
927	4802	372
928	4808	367
929	4814	362
930	4820	357
931	4826	352
932	4831	346
933	4837	341
934	4842	336
935	4846	331
936	4851	326
937	4857	321
938	4862	315
939	4866	310
940	4873	305
941	4878	300
942	4882	295
943	4888	290
944	4893	284
945	4898	279
946	4904	274
947	4908	269
948	4913	264
949	4917	258
950	4922	253
951	4928	248
952	4934	243
953	4939	238
954	4943	232
955	4948	227
956	4954	222
957	4958	217
958	4963	212
959	4969	207
960	4974	201
961	4979	196
962	4986	191
963	4991	186
964	4995	181
965	5001	176
966	5005	170
967	5009	165
968	5015	160
969	5020	155
970	5024	150
971	5029	144
972	5035	139
973	5040	134
974	5047	129
975	5052	124
976	5057	119
977	5062	113
978	5067	108
979	5072	103
980	5076	98
981	5082	93
982	5087	87
983	5093	82
984	5099	77
985	5103	72
986	5107	67
987	5114	62
988	5118	56
989	5123	51
990	5129	46
991	5134	41
992	5140	36
993	5148	31
994	5152	25
995	5157	20
996	5164	15
997	5170	10
998	5177	5
999	5183	0
