iter	Logloss
129	0.1829911661
130	0.1819479674
131	0.1811143812
132	0.1806367834
133	0.1800102395
134	0.179414582
135	0.1788598259
136	0.1782352874
137	0.1776289925
138	0.1771650286
139	0.1767659259
140	0.1762047851
141	0.1756259192
142	0.174859384
143	0.1739445597
144	0.1734081856
145	0.1727669707
146	0.1719577017
147	0.1713638767
148	0.1706049248
149	0.1701525201
150	0.1697536019
151	0.1693654363
152	0.1689172151
153	0.1683895538
154	0.1678029547
155	0.1672977551
156	0.1669201692
157	0.1663534159
158	0.1660389972
159	0.1654234134
160	0.1648068846
161	0.1642537189
162	0.1637875652
163	0.1634439198
164	0.1628909039
165	0.1624257068
166	0.1621788117
167	0.1618941154
168	0.1613160102
169	0.1608763289
170	0.1603332012
171	0.1596496444
172	0.1591781201
173	0.15887276
174	0.15838789
175	0.1581274188
176	0.1576731126
177	0.1573250301
178	0.1567706428
179	0.1562209115
180	0.1560056519
181	0.1555441312
182	0.1550800865
183	0.1545429979
184	0.1542985807
185	0.154030215
186	0.1537948562
187	0.1533976437
188	0.1530452394
189	0.1526907261
190	0.1524421484
191	0.1520604021
192	0.1517863663
193	0.1513107738
194	0.1509349281
195	0.1506679569
196	0.1501588389
197	0.149929934
198	0.149593457
199	0.1492589392
200	0.1489212635
201	0.148543159
202	0.1481398614
203	0.1479266763
204	0.1477204291
205	0.1474326788
206	0.1471094783
207	0.1465448915
208	0.1460344712
209	0.1458623373
210	0.14551248
211	0.1450686383
212	0.1446411732
213	0.1443459548
214	0.1440487772
215	0.1437962466
216	0.1435482106
217	0.1432907243
218	0.1430538097
219	0.1427962888
220	0.1424752549
221	0.1420260196
222	0.1416842757
223	0.1413787888
224	0.1409610391
225	0.1407489719
226	0.1404781745
227	0.1401689766
228	0.1397811797
229	0.1395183805
230	0.1392129858
231	0.1390686266
232	0.1388379469
233	0.1386789973
234	0.138311242
235	0.1380260733
236	0.1375469657
237	0.1371506636
238	0.1367798889
239	0.1365300435
240	0.1361980842
241	0.1359484116
242	0.1355843097
243	0.1353795262
244	0.1350826943
245	0.1347511038
246	0.1346206435
247	0.1342841318
248	0.1339637779
249	0.1337542808
250	0.1332957104
251	0.1329238984
252	0.1327642919
253	0.1325408728
254	0.1322705594
255	0.1320630906
256	0.1318136371
257	0.1316053961
258	0.1314255521
259	0.1311202496
260	0.1306538078
261	0.1304912279
262	0.1301455656
263	0.129917479
264	0.1296808295
265	0.1293693957
266	0.1288642768
267	0.1287090267
268	0.1285673989
269	0.1284143039
270	0.1281292388
271	0.127925723
272	0.1277485297
273	0.1274665072
274	0.1270916527
275	0.1268245778
276	0.1265344994
277	0.126320715
278	0.1261199536
279	0.1258944255
280	0.1256964185
281	0.125581021
282	0.1253588697
283	0.1251215171
284	0.1249624984
285	0.124832914
286	0.1245407496
287	0.1241485619
288	0.1238885401
289	0.1236868567
290	0.1233990027
291	0.1231046602
292	0.1228248619
293	0.1227222454
294	0.1224538452
295	0.1220288349
296	0.1217779984
297	0.1216556745
298	0.1214529769
299	0.1210928972
300	0.1209328758
301	0.1206408498
302	0.1204361239
303	0.1203016644
304	0.1200168644
305	0.1198866461
306	0.1197309235
307	0.119531545
308	0.1193493731
309	0.1192180023
310	0.1190398986
311	0.1187317955
312	0.1183803823
313	0.1181153588
314	0.1179636929
315	0.1177557401
316	0.1173868093
317	0.1171568672
318	0.1169742688
319	0.1168453758
320	0.1167102595
321	0.1165600687
322	0.1164431154
323	0.1161941229
324	0.1160468709
325	0.1158479996
326	0.1155832527
327	0.1153339259
328	0.1151843921
329	0.1150121199
330	0.1146851047
331	0.1143240338
332	0.1140516345
333	0.1137461821
334	0.1134582589
335	0.1132259772
336	0.1130949522
337	0.1129942603
338	0.1128069598
339	0.1126344687
340	0.1124292011
341	0.1122883454
342	0.1120687871
343	0.1117778444
344	0.1116259019
345	0.1114389932
346	0.1112260156
347	0.1111029196
348	0.1109072521
349	0.1107458247
350	0.1105241689
351	0.1103799595
352	0.1101776538
353	0.109791747
354	0.1096846935
355	0.1092660218
356	0.1090598783
357	0.1089649604
358	0.1086310073
359	0.1084254515
360	0.1082300722
361	0.1080775074
362	0.1078969489
363	0.1077418947
364	0.1075250908
365	0.1073042071
366	0.1071623488
367	0.1070125499
368	0.1069141399
369	0.1067309884
370	0.1066368541
371	0.1064838283
372	0.1063244408
373	0.1061919751
374	0.1060940377
375	0.1059346963
376	0.105757745
377	0.1053878346
378	0.1052347742
379	0.104989193
380	0.1048098677
381	0.1045993678
382	0.1044492117
383	0.1043491306
384	0.1041774462
385	0.1040042289
386	0.1038030296
387	0.1036877819
388	0.1035183218
389	0.1033494379
390	0.1032676466
391	0.1030249235
392	0.1028164982
393	0.1026229397
394	0.1024933783
395	0.1024090516
396	0.1022795248
397	0.1021892398
398	0.1020742457
399	0.1018063179
400	0.1015736329
401	0.1013056591
402	0.1011536129
403	0.1009818132
404	0.1007760846
405	0.1006220331
406	0.1005102428
407	0.1003704705
408	0.1001887019
409	0.1000566396
410	0.09990954903
411	0.09980246092
412	0.09966367969
413	0.0993764134
414	0.09924884577
415	0.09907001599
416	0.09890555759
417	0.09874117987
418	0.09855790153
419	0.09848222992
420	0.09831603128
421	0.09818316226
422	0.09803204954
423	0.0979015892
424	0.0976638333
425	0.09748048581
426	0.0973250974
427	0.09720823628
428	0.09704465376
429	0.0967140313
430	0.09641325222
431	0.09624629871
432	0.09617017763
433	0.09607583591
434	0.09589320871
435	0.09577495886
436	0.09560143047
437	0.09533689101
438	0.09523628558
439	0.09510439616
440	0.09488514327
441	0.09481666888
442	0.09462462595
443	0.09451382686
444	0.09441786014
445	0.09432011284
446	0.09422591518
447	0.09411495474
448	0.09399584629
449	0.09377724454
450	0.09355897702
451	0.09347898362
452	0.09331401813
453	0.09319308877
454	0.09310159943
455	0.0929557881
456	0.09283038136
457	0.09263359024
458	0.09248298461
459	0.09224030186
460	0.09213204398
461	0.09191395509
462	0.09179192511
463	0.09158254318
464	0.09150159899
465	0.09129726491
466	0.09110876585
467	0.09098415432
468	0.09085957161
469	0.09052630422
470	0.09045591095
471	0.09029794099
472	0.0902204139
473	0.09008252008
474	0.0900153307
475	0.08988858134
476	0.0897080747
477	0.08967854825
478	0.08951288552
479	0.08934379993
480	0.08921664143
481	0.08902911621
482	0.08895709219
483	0.08878284927
484	0.0885493921
485	0.08838937074
486	0.08823739942
487	0.08817177165
488	0.08806278194
489	0.08790776233
490	0.0877796127
491	0.08766370814
492	0.08751605285
493	0.0874152342
494	0.08727633773
495	0.08711115903
496	0.08699502974
497	0.0867780357
498	0.08665573489
499	0.08645590699
500	0.08637530854
501	0.0861317672
502	0.08594919764
503	0.08584384976
504	0.08569621752
505	0.08556328511
506	0.08543258851
507	0.08529032681
508	0.08510148201
509	0.08499100561
510	0.08488828538
511	0.08478036172
512	0.0846955625
513	0.08465853919
514	0.08456882465
515	0.08432371019
516	0.08426294586
517	0.08420811679
518	0.08415899824
519	0.08408621935
520	0.0838958187
521	0.08368920271
522	0.08355235189
523	0.08347560272
524	0.08339210579
525	0.08329643872
526	0.0831487258
527	0.08301830004
528	0.08295725336
529	0.08288659502
530	0.08281960732
531	0.08269621166
532	0.08253707194
533	0.08242783446
534	0.08228693844
535	0.08216616466
536	0.08208055871
537	0.08190541685
538	0.08177233463
539	0.08151717633
540	0.08140578947
541	0.08128445674
542	0.0811743549
543	0.08103389682
544	0.08096615425
545	0.08087463609
546	0.08065510084
547	0.08056859019
548	0.08039719389
549	0.08023468893
550	0.0801396442
551	0.08004491063
552	0.0799604802
553	0.07983174857
554	0.07974991121
555	0.07954041403
556	0.07949770325
557	0.07941513407
558	0.07931633802
559	0.07904056192
560	0.07880530689
561	0.07855224609
562	0.0783371594
563	0.0782156077
564	0.07814892541
565	0.07802858381
566	0.07787576543
567	0.07778569939
568	0.07767467556
569	0.07754626087
570	0.07740072037
571	0.07733035592
572	0.0772516994
573	0.07710792795
574	0.076949497
575	0.07688257269
576	0.07678704968
577	0.07656644838
578	0.07646693204
579	0.07625437503
580	0.07616784133
581	0.07607059536
582	0.07597579265
583	0.07577345234
584	0.07570462068
585	0.07560756487
586	0.07540939654
587	0.0752522506
588	0.07518513613
589	0.0750095621
590	0.0749254947
591	0.07477732656
592	0.07471523688
593	0.07469408894
594	0.07455850008
595	0.07439560905
596	0.0742624231
597	0.07412465029
598	0.07398543689
599	0.07391678963
600	0.07386709484
601	0.07376457629
602	0.07370027387
603	0.07364690268
604	0.07349810067
605	0.07336932871
606	0.07330379889
607	0.07321126656
608	0.07308724279
609	0.07295080686
610	0.07285167083
611	0.07277816588
612	0.07272971577
613	0.07266242843
614	0.07257428126
615	0.07251067608
616	0.07238866916
617	0.07230815715
618	0.07219897728
619	0.07212271215
620	0.0720632386
621	0.07201208017
622	0.07192913067
623	0.07184937353
624	0.07174563912
625	0.0716987679
626	0.0716461343
627	0.07157221446
628	0.07151607732
629	0.07144176564
630	0.07133523071
631	0.07128032673
632	0.07118039549
633	0.07103373133
634	0.07094380935
635	0.07080397361
636	0.07078545331
637	0.07071938183
638	0.07064494914
639	0.07052960353
640	0.07047407721
641	0.07042027384
642	0.07035557381
643	0.0702707112
644	0.07021845215
645	0.07004786834
646	0.06997530842
647	0.06987037543
648	0.06981876754
649	0.06975813575
650	0.06968540872
651	0.06955050558
652	0.06949392474
653	0.06940921772
654	0.06932346194
655	0.0692131757
656	0.06916393038
657	0.06906055324
658	0.06894487917
659	0.06881067328
660	0.06869488973
661	0.0685515447
662	0.0683678918
663	0.06830968021
664	0.06823683793
665	0.06818724111
666	0.0679956246
667	0.06788920492
668	0.06784254691
669	0.06772600848
670	0.0676660336
671	0.06754781256
672	0.06745016323
673	0.06740508411
674	0.06732756278
675	0.06727439903
676	0.06722807524
677	0.06713227563
678	0.06702189143
679	0.06697670283
680	0.0668660766
681	0.06676702701
682	0.06666573585
683	0.06659801057
684	0.0665020669
685	0.06646548729
686	0.06630831831
687	0.06621390167
688	0.06614654518
689	0.06610891106
690	0.06603083654
691	0.06593240352
692	0.06585931346
693	0.06574657244
694	0.0656971312
695	0.06552409838
696	0.06547391955
697	0.06543535192
698	0.0652321876
699	0.06512765798
700	0.06506330945
701	0.06495803072
702	0.06491957834
703	0.06487743804
704	0.06481515245
705	0.06473504381
706	0.06463575795
707	0.0645758407
708	0.06442071736
709	0.06432466421
710	0.06428482885
711	0.06417674961
712	0.06411147334
713	0.06404177156
714	0.06392216178
715	0.06387636237
716	0.06371924524
717	0.06364665651
718	0.06360852682
719	0.06346854126
720	0.06337825625
721	0.06334250643
722	0.06325273427
723	0.06320213479
724	0.06310786221
725	0.06299040181
726	0.06291702939
727	0.06286526014
728	0.06282892832
729	0.0627513436
730	0.06273177455
731	0.06268846448
732	0.06262117138
733	0.06257968223
734	0.06251380091
735	0.06241382933
736	0.06234268696
737	0.06225734607
738	0.06221366721
739	0.0621006035
740	0.06201832244
741	0.06199701315
742	0.06189856861
743	0.06184490354
744	0.06177818091
745	0.06164655657
746	0.06153801633
747	0.06146538726
748	0.0614277128
749	0.06140878914
750	0.06139026308
751	0.0613135139
752	0.06121500021
753	0.06115829837
754	0.06106412951
755	0.06098596855
756	0.06092957788
757	0.0608217176
758	0.06073256202
759	0.06068461899
760	0.06060200948
761	0.0604990357
762	0.06044573942
763	0.06036288212
764	0.06032388232
765	0.06026666186
766	0.06021735891
767	0.06020393833
768	0.06012550077
769	0.06007119608
770	0.06000857627
771	0.05992918216
772	0.05985667986
773	0.05976798527
774	0.05973845306
775	0.05967726232
776	0.05954046336
777	0.05944685345
778	0.05938111619
779	0.05932607968
780	0.05924307832
781	0.05916234158
782	0.05912446544
783	0.05907345682
784	0.05899826926
785	0.05887305845
786	0.05882613536
787	0.05876238613
788	0.05866934093
789	0.05862779416
790	0.05861005178
791	0.05848505994
792	0.05845417357
793	0.05837947004
794	0.0583470163
795	0.05820246117
796	0.0581711311
797	0.05805131388
798	0.05800792314
799	0.05791246351
800	0.05785119786
801	0.05780345075
802	0.05774361417
803	0.0576832705
804	0.05760129485
805	0.05752637811
806	0.05746844888
807	0.05742707497
808	0.05736275526
809	0.05726603367
810	0.05723400058
811	0.05718274995
812	0.05713338938
813	0.05707620926
814	0.05703671965
815	0.05696647621
816	0.05691972024
817	0.05686316822
818	0.05682210548
819	0.05676576666
820	0.05664457223
821	0.05661926961
822	0.0565486228
823	0.05648490237
824	0.05644280241
825	0.05635957055
826	0.05633055119
827	0.05621058991
828	0.05614217314
829	0.05607470141
830	0.05602906334
831	0.05592092647
832	0.05586956635
833	0.0558535354
834	0.05582749519
835	0.05580282643
836	0.05572726431
837	0.05570318908
838	0.05565780455
839	0.05560004819
840	0.05553354453
841	0.05545874881
842	0.05540491663
843	0.05536481621
844	0.05531588782
845	0.05526141602
846	0.05521984043
847	0.0551855312
848	0.05514065377
849	0.05510873017
850	0.0550983233
851	0.05504003104
852	0.05496872732
853	0.05486690602
854	0.05480974895
855	0.05478200307
856	0.05473796118
857	0.05468897517
858	0.05464893814
859	0.0546161156
860	0.05455376086
861	0.05452367546
862	0.05445923474
863	0.05443200172
864	0.0543883171
865	0.05436660444
866	0.05431554973
867	0.05425792014
868	0.0541800934
869	0.05415474468
870	0.05410590273
871	0.05404908563
872	0.05400228933
873	0.05397337369
874	0.0538583162
875	0.05376790441
876	0.05373742141
877	0.05368738088
878	0.05366913141
879	0.05358295498
880	0.05350925411
881	0.05345700082
882	0.05344158645
883	0.05337984252
884	0.05324406926
885	0.05320278755
886	0.05316847833
887	0.0530925647
888	0.05304142356
889	0.05299468487
890	0.05295097144
891	0.05287859015
892	0.05276315234
893	0.05270613933
894	0.05266430443
895	0.05261572178
896	0.0525947179
897	0.05257083282
898	0.05253625276
899	0.05249931013
900	0.05245385069
901	0.05242991952
902	0.05241515053
903	0.05236933959
904	0.05233008048
905	0.05227018051
906	0.05216546073
907	0.05213329511
908	0.05208904578
909	0.05207069259
910	0.05195731771
911	0.05190377941
912	0.0518680123
913	0.05179413856
914	0.05170256278
915	0.05161321127
916	0.05156548722
917	0.05154059373
918	0.05152414789
919	0.05147141056
920	0.05143850736
921	0.0513928059
922	0.05135087304
923	0.05127455605
924	0.05125951047
925	0.05119788179
926	0.05114914355
927	0.05112499917
928	0.05109686722
929	0.05105854161
930	0.05097959121
931	0.05091240759
932	0.0508649198
933	0.05084177807
934	0.05077534932
935	0.05073062171
936	0.05068340474
937	0.05062763641
938	0.05058945486
939	0.05057406353
940	0.05053569183
941	0.0504983343
942	0.05046370238
943	0.0503856682
944	0.0503302917
945	0.05030417082
946	0.05026102786
947	0.05021643855
948	0.05018010672
949	0.050145567
950	0.05010668245
951	0.05003432421
952	0.04999374551
953	0.04992003887
954	0.0498881268
955	0.04985181226
956	0.04978670887
957	0.04973932479
958	0.04971165383
959	0.04967131139
960	0.04962758643
961	0.04958728433
962	0.04950449042
963	0.04945912894
964	0.04937842101
965	0.04932163849
966	0.04927972868
967	0.0492401123
968	0.04920677116
969	0.04917469774
970	0.04916015925
971	0.04910066265
972	0.04904831716
973	0.04898620444
974	0.04890575006
975	0.04888253342
976	0.04884954954
977	0.04884244452
978	0.04882766977
979	0.04877586019
980	0.04875340419
981	0.04874143572
982	0.04868042361
983	0.04861882374
984	0.04858435317
985	0.04854973854
986	0.04851162614
987	0.04840730396
988	0.04834749043
989	0.04825836942
990	0.04821507952
991	0.04816547117
992	0.0480577636
993	0.04799722977
994	0.04794886897
995	0.04789272032
996	0.04787267587
997	0.04779968953
998	0.04776266622
999	0.04774893447
